PreSynaptic Neuron,PostSynaptic Neuron,N,Inferred
Mi4-home,TmY13_like-1,5,0
Mi4-home,Tm25_Y1-home,1,0
Mi4-home,Tm9-home,23,0
Mi4-home,Dm6-2,1,0
Mi4-home,Tm5Y-home,6,0
Mi4-home,Tm2-home,4,0
Mi4-home,Tm4-C,1,0
Mi4-home,Tm9-C,3,0
Mi4-home,Dm6-6,3,0
Mi4-home,L2-home,2,0
Mi4-home,T4a-A,1,0
Mi4-home,TmY5a-F,1,0
Mi4-home,Mi22-4,1,0
Mi4-home,TmY5a-D,2,0
Mi4-home,Tm5b-home,1,0
Mi4-home,Dm3y-1,9,0
Mi4-home,TmY3-home,18,0
Mi4-home,Tm5c-2,1,0
Mi4-home,Tm5Y-F,2,0
Mi4-home,TmY3-P,4,0
Mi4-home,T4a-D,1,0
Mi4-home,TmY3-B,10,0
Mi4-home,Tm4-B,1,0
Mi4-home,T4b-F,12,0
Mi4-home,T4c-E,7,0
Mi4-home,T4a-home,1,0
Mi4-home,Pm4-4,3,0
Mi4-home,T4d-F,1,0
Mi4-home,Mi9-F,1,0
Mi4-home,Y3_Y6-4,1,0
Mi4-home,T1-home,3,0
T2-E,Tm3a-E,2,0
T2-E,Tm1-O,1,0
T2-E,TmY4_like-2,1,0
T2-E,Tm5Y-E,5,0
T2-E,Mi1-O,3,0
T2-E,Tm3p-P,1,0
T2-E,TmY4_like-0,1,0
T2-E,Tm25_Y1-E,2,0
T2-E,Tm28_TmY9-1,2,0
T2-E,Tm20-E,1,0
T2-E,TmY5a-E,5,0
T2-E,Pm2-3,1,0
T2-E,Mi2-0,1,0
Dm6-1,L5-E,1,0
Dm6-1,Tm1-P,1,0
Dm6-1,T1-P,1,0
Dm6-1,T3-E,1,0
Dm6-1,Mi4-E,4,0
Dm6-1,Tm2-home,2,0
Dm6-1,Dm1-2,2,0
Dm6-1,Mi4-D,7,0
Dm6-1,Tm2-E,10,0
Dm6-1,Mi1-F,1,0
Dm6-1,T1-E,18,0
Dm6-1,Mi4-home,3,0
Dm6-1,Mi1-home,1,0
Dm6-1,L2-D,12,0
Dm6-1,Tm2-D,4,0
Dm6-1,T1-home,2,0
Dm6-1,L2-home,5,0
Dm6-1,Mi4-P,2,0
Dm6-1,Mi4-F,9,0
Dm6-1,Tm2-P,3,0
Dm6-1,T1-D,14,0
Dm6-1,Mi1-E,5,0
Dm6-1,T3-home,1,0
Dm6-1,T1-F,15,0
Dm6-1,L2-F,14,0
Dm6-1,Tm2-F,5,0
Dm6-1,Tm1-E,1,0
Dm6-1,Dm1-0,1,0
Dm6-1,L2-E,15,0
Dm6-1,L5-D,1,0
Dm6-1,L2-P,7,0
Tm5c_like,Tm4-D,1,0
Tm5c_like,TmY10_like-0,2,0
Tm5c_like,Tm4-K,2,0
Tm5c_like,Tm3a-K,2,0
Tm5c_like,Tm5Y-C,3,0
Tm5c_like,Mi1-D,1,0
Tm5c_like,Tm6_14-K,1,0
Tm5c_like,Tm5c-0,1,0
Tm5c_like,Mi1-C,1,0
Tm5c_like,Tm5a-K,2,0
Tm5c_like,Tm5a-L,1,0
Tm5c_like,Tm5b-D,1,0
Tm5c_like,TmY10_like-1,5,0
Tm5c_like,Tm5b-home,2,0
Tm5c_like,Pm4-0,5,0
Tm5c_like,C2-C,1,0
Tm5c_like,TmY3-C,3,0
L4-K,Tm4-K,6,0
L4-K,T3-J,1,0
L4-K,Mi22-1,1,0
L4-K,Tm1-K,1,0
L4-K,T3-K,5,0
L4-K,Tm4-J,2,0
L4-K,Mi9-K,3,0
L4-K,Tm2-C,10,0
L4-K,TmY3-C,10,0
Pm4-2,Pm2-1,4,0
Pm4-2,T3-B,1,0
Pm4-2,Pm2-2,4,0
Pm4-2,Pm2-0,4,0
Pm4-2,Y3_Y6-2,1,0
Pm4-2,Pm2-5,1,0
Tm3a-A,T4d-A,12,0
Tm3a-A,T4d-F,4,0
Tm3a-A,T4c-A,2,0
Tm3a-A,Mi9-F,1,0
Tm3a-A,TmY3-B,1,0
Tm3a-A,T4a-F,3,0
Tm3a-A,TmY5a-F,20,0
Tm3a-A,Tm3a-home,4,0
Tm3a-A,TmY5a-E,1,0
Tm3a-A,T4b-E,2,0
Tm3a-A,Pm4-6,6,0
Tm3a-A,TmY3-F,9,0
Tm3a-A,T4c-F,6,0
Tm3a-A,Tm5Y-A,1,0
Tm3a-A,L1-R,3,0
Tm3a-A,Dm6-2,1,0
Tm3a-A,T2-A,5,0
Tm3a-A,T4d-B,2,0
Tm3a-A,T4b-F,8,0
Tm3a-A,Pm4-0,20,0
Tm3a-A,Lawf2-0,1,0
Tm3a-A,T2-B,3,0
Tm3a-A,Dm6-6,2,0
Tm3a-A,Mi1-F,1,0
Tm3a-A,C2-A,2,0
Tm3a-A,L1-A,3,0
Tm3a-A,T4b-A,8,0
Tm3a-A,T2a-A,12,0
Tm3a-A,T4a-home,2,0
Tm3a-A,TmY3-P,1,0
Tm3a-A,Lawf1-1,1,0
Tm3a-A,TmY3-home,3,0
Tm3a-A,Tm3a-B,3,0
Tm3a-A,T4a-A,6,0
Tm3a-A,C3-home,1,0
Tm3a-A,Mi1-home,1,0
Tm3a-A,T3-A,16,0
Tm3a-A,Mi4,1,0
Tm3a-A,T4b-home,1,0
Tm3a-A,T3-B,4,0
Tm3a-A,L1-F,4,0
Tm3a-A,Tm5Y-Q,2,0
Tm3a-A,T4d-R,3,0
L1-B,L5-home,4,0
L1-B,C2-B,59,0
L1-B,Lawf2-1,2,0
L1-B,L5-B,156,0
L1-B,Tm3a-C,9,0
L1-B,Tm3p-B,27,0
L1-B,Tm3p-home,23,0
L1-B,Tm3a-B,16,0
L1-B,C3-B,88,0
L1-B,Tm3a-I,22,0
L1-B,Tm3a-K,2,0
L1-B,Tm3p-A,10,0
L1-B,Mi1-B,180,0
Tm3p-home,T2-J,3,0
Tm3p-home,Tm5c-3,2,0
Tm3p-home,T2a-B,6,0
Tm3p-home,TmY5a-0,9,0
Tm3p-home,T3-C,6,0
Tm3p-home,TmY13_like-1,1,0
Tm3p-home,T4a-C,7,0
Tm3p-home,TmY3-F,2,0
Tm3p-home,Mi1-home,1,0
Tm3p-home,Tm5c_like,1,0
Tm3p-home,TmY3-B,9,0
Tm3p-home,L1-C,7,0
Tm3p-home,T4d-home,1,0
Tm3p-home,C3-C,2,0
Tm3p-home,Tm3p-B,5,0
Tm3p-home,Tm3a-A,1,0
Tm3p-home,Tm3a-C,1,0
Tm3p-home,T4c-C,1,0
Tm3p-home,Tm3p-A,1,0
Tm3p-home,TmY3-home,7,0
Tm3p-home,TmY3-C,3,0
Tm3p-home,T2-C,1,0
Tm3p-home,Tm3a-K,3,0
Tm3p-home,Mi9-C,1,0
Tm3p-home,T3-J,15,0
Tm3p-home,Dm6-0,9,0
Tm3p-home,T4d-B,2,0
Tm3p-home,T3-B,3,0
Tm3p-home,Dm6-2,1,0
Tm3p-home,Mi1-B,3,0
Tm3p-home,Mi1-C,6,0
Tm3p-home,L1-B,3,0
Tm3p-home,Y3_Y6-2,1,0
Tm3p-home,Tm3a-B,1,0
Tm3p-home,Dm6-4,3,0
Tm3p-home,Lawf1-0,1,0
Tm3p-home,Tm4-J,1,0
Tm3p-home,Tm3p-D,1,0
Tm3p-home,Pm4-0,8,0
Tm3p-home,T4c-B,4,0
Tm3p-home,L1-home,4,0
L2-R,TmY3-F,1,0
L2-R,Tm4-A,1,0
T3-home,Mi1-E,4,0
T3-home,Pm3-1,8,0
T3-home,TmY5a-0,2,0
T3-home,Pm1-0,2,0
T3-home,T3-C,3,0
T3-home,Mi2-0,1,0
T3-home,Tm6_14-B,1,0
T3-home,Dm1-1,1,0
T3-home,TmY5a-E,1,0
T3-home,Tm6_14-home,4,0
T3-home,Tm5c-2,4,0
T3-home,Tm5b-B,1,0
T3-home,Lawf2-1,2,0
T3-home,TmY5a-F,1,0
T3-home,Mi1-home,1,0
T3-home,T3-E,6,0
T3-home,Pm1-2,1,0
T3-home,Pm3-0,5,0
T3-home,Lawf2-0,1,0
T3-home,Mi1-F,3,0
T3-home,Y3_Y6-0,1,0
Dm8-A,TmY10_like-0,6,0
Dm8-A,Tm5b-home,10,0
Dm8-A,Dm2-A,3,0
Dm8-A,Lawf2-0,1,0
Dm8-A,Tm5a-J,1,0
Dm8-A,Tm5a-A,5,0
Dm8-A,Tm5Y-home,1,0
Dm8-A,Dm9-2,1,0
Dm8-A,Tm5Y-A,2,0
Dm8-A,Dm5_like-0,1,0
Dm8-A,Tm5b-C,1,0
Dm8-A,Tm5b-E,1,0
Dm8-A,Dm5_like-1,1,0
Dm8-A,Dm9-0,2,0
Dm8-A,Mi22-0,1,0
Dm8-A,Dm9-1,5,0
Tm20-F,Mi2-0,1,0
Tm20-F,Tm5Y-A,3,0
Tm20-F,Dm3y-4,1,0
Tm20-F,Tm5Y-home,1,0
Tm20-F,Dm3y-3,1,0
Tm20-F,Tm9-F,1,0
Tm20-F,Tm1-P,1,0
Tm20-F,Tm5Y-F,7,0
Tm20-F,Tm20-A,1,0
Tm20-F,Tm5Y-E,3,0
Tm20-F,Mi9-F,3,0
Tm20-F,Tm5Y-Q,2,0
Tm20-F,Tm20-home,1,0
Tm20-F,Dm3x-0,1,0
Tm20-F,Pm4-0,1,0
Tm20-F,Tm28_TmY9-1,1,0
T4a-F,Mi4-F,1,0
T4a-F,T4c-F,2,0
T4a-F,Mi9-E,1,0
T4a-F,T4c-E,1,0
T4a-F,T4d-A,1,0
T4a-F,C3-P,1,0
T4a-F,Pm1-0,1,0
T4a-F,Mi9-F,2,0
T4a-F,T4d-F,1,0
T4a-F,T4a-P,2,0
T4a-F,C3-F,7,0
T4a-F,C3-E,1,0
T4a-F,T4a-E,3,0
T4a-F,T4d-Q,2,0
Tm6_14-B,T3-A,1,0
Tm6_14-B,Tm28_TmY9-1,1,0
Tm6_14-B,Y3_Y6-3,2,0
Tm6_14-B,Tm20-home,2,0
Tm6_14-B,Tm6_14-C,3,0
Tm6_14-B,T3-B,4,0
Tm6_14-B,TmY10_like-0,2,0
Tm6_14-B,Tm6_14-J,1,0
Tm6_14-B,TmY5a-E,2,0
Tm6_14-B,Tm5c-2,1,0
Tm6_14-B,Mi2-0,1,0
Tm6_14-B,T2a-A,1,0
Tm6_14-B,TmY5a-F,3,0
Tm6_14-B,Tm6_14-home,2,0
Tm6_14-B,Tm6_14-K,1,0
T2-A,Tm3a-A,2,0
T2-A,TmY5a-0,2,0
T2-A,Tm5Y-A,1,0
T2-A,Tm25_Y1-F,3,0
T2-A,TmY5a-F,6,0
T2-A,Mi1-A,2,0
T2-A,Tm28_TmY9-1,1,0
T2-A,TmY10_like-0,1,0
Dm9-1,T3-A,1,0
Dm9-1,Dm2-A,2,0
Dm9-1,Tm20-A,8,0
Dm9-1,R7-A,29,0
Dm9-1,Tm4-A,1,0
Dm9-1,Dm9-1,3,0
Dm9-1,T1-A,2,0
Dm9-1,TmY10_like-0,1,0
Dm9-1,R8-A,32,0
Dm9-1,Tm1-A,2,0
Dm9-1,Tm4-B,1,0
Dm9-1,Tm5c-1,4,0
Dm9-1,Tm25_Y1-home,1,0
Dm9-1,Mi4,6,0
T2-C,Tm6_14-C,1,0
T2-C,Pm3-1,1,0
T2-C,Tm20-C,3,0
T2-C,Dm2-C,1,0
T2-C,Tm5Y-home,2,0
T2-C,Tm5Y-C,4,0
T2-C,Tm28_TmY9-0,5,0
T2-C,TmY4_like-2,2,0
T2-C,TmY5a-E,2,0
T2-C,TmY4_like-1,2,0
T2-C,Tm25_Y1-home,2,0
T2-C,TmY5a-D,7,0
T2-C,Lawf2-1,1,0
T2-C,Pm4-4,2,0
T2-C,Tm25_Y1-E,1,0
T2-C,Pm2-2,1,0
T2-C,TmY5a-0,2,0
T2-C,Mi1-home,3,0
T2-C,Tm5a-L,1,0
T2-C,Tm5c-0,1,0
T2-C,Dm3x-1,1,0
T2-C,Tm3a-C,1,0
TmY4_like-0,TmY4_like-2,1,0
TmY4_like-0,Mi21,1,0
TmY4_like-0,TmY5a-0,2,0
TmY4_like-0,TmY5a-F,1,0
Tm6_14-K,Mi2-1,1,0
Tm6_14-K,Y3_Y6-4,3,0
Tm6_14-K,Tm6_14-C,1,0
Tm6_14-K,TmY4_like-3,1,0
Tm6_14-K,TmY10_like-1,1,0
Tm6_14-K,Y3_Y6-1,5,0
Tm6_14-K,Pm3-1,2,0
Tm6_14-K,Tm6_14-J,2,0
Tm6_14-K,Pm1-0,1,0
Tm6_14-K,TmY5a-D,1,0
Tm6_14-K,T3-K,1,0
Tm6_14-K,TmY10_like-0,3,0
Tm6_14-K,L5-home,1,0
Tm6_14-K,Mi2-2,1,0
Tm6_14-K,Tm6_14-B,3,0
Mi2-2,Dm1-2,2,0
Mi2-2,TmY3-home,1,0
Mi2-2,L5-E,2,0
Mi2-2,TmY5a-E,2,0
Mi2-2,T2a-D,2,0
Mi2-2,Tm1-D,1,0
Mi2-2,T2a-E,1,0
Mi2-2,Pm4-0,2,0
Mi2-2,Mi1-N,1,0
Mi2-2,Tm6_14-C,1,0
Mi2-2,Tm6_14-home,1,0
Mi2-2,T3-C,4,0
Mi2-2,Y3_Y6-1,1,0
Mi2-2,T3-D,3,0
Mi2-2,Tm25_Y1-E,1,0
Mi2-2,T2-D-2nd,1,0
Mi2-2,Pm4-4,4,0
Tm6_14-J,Tm4-C,1,0
Tm6_14-J,Tm20-D,1,0
Tm6_14-J,T3-C,2,0
Tm6_14-J,Tm3a-B,1,0
Tm6_14-J,TmY10_like-0,1,0
Tm6_14-J,Tm6_14-K,3,0
Tm6_14-J,TmY3-B,1,0
Tm6_14-J,T3-B,1,0
Tm6_14-J,Pm4-2,1,0
Tm6_14-J,Tm25_Y1-home,1,0
Tm6_14-J,Y3_Y6-2,3,0
Tm6_14-J,TmY4_like-2,1,0
Tm6_14-J,Tm6_14-B,4,0
Tm6_14-J,Pm1-2,3,0
Tm6_14-J,T2-B,1,0
Tm6_14-J,TmY5a-0,2,0
Tm6_14-J,Pm3-1,1,0
TmY5a-E,T3-C,1,0
TmY5a-E,T3-home,2,0
TmY5a-E,T2-C,1,0
TmY5a-E,Pm2-1,1,0
TmY5a-E,Tm4-home,1,0
TmY5a-E,Y3_Y6-0,9,0
TmY5a-E,Tm6_14-C,2,0
TmY5a-E,Pm2-4,1,0
TmY5a-E,Pm2-6,1,0
TmY5a-E,T1-D,1,0
TmY5a-E,Tm20-home,1,0
TmY5a-E,Pm2-3,1,0
TmY5a-E,Pm4-3,1,0
TmY5a-E,Tm16_like-0,2,0
TmY5a-E,Tm6_14-K,3,0
TmY5a-E,T2a-home,1,0
TmY5a-E,Tm22_like,3,0
TmY5a-E,T3-D,1,0
TmY5a-E,Mi4-E,1,0
TmY5a-E,T2-home,2,0
TmY5a-E,Tm2-D,1,0
TmY5a-E,Tm3p-E,2,0
TmY5a-E,TmY3-P,1,0
TmY5a-E,Tm16_like-3,1,0
TmY5a-E,L5-E,1,0
TmY5a-E,Mi21,2,0
TmY5a-E,Pm3-1,1,0
TmY5a-E,Pm4-4,2,0
TmY5a-E,Mi4-P,1,0
TmY5a-E,Y3_Y6-1,10,0
TmY5a-E,Pm2-8,3,0
TmY5a-E,TmY13_like-0,2,0
TmY5a-E,Tm6_14-home,3,0
TmY5a-E,Mi2-1,1,0
TmY5a-E,Mi1-E,1,0
C3-A,Tm20-A,11,0
C3-A,Tm4-A,3,0
C3-A,Tm25_Y1-home,1,0
C3-A,Tm5c-1,1,0
C3-A,T4c-A,2,0
C3-A,T1-A,175,0
C3-A,Dm3y-3,7,0
C3-A,Dm6-0,1,0
C3-A,Mi4,2,0
C3-A,Tm2-A,1,0
C3-A,T4b-F,2,0
C3-A,T4a-A,1,0
C3-A,T3-B,6,0
C3-A,Tm6_14-B,1,0
C3-A,Mi9-A,8,0
C3-A,Tm4-C,1,0
C3-A,Dm3x-3,1,0
C3-A,Tm4-B,6,0
C3-A,Tm1-A,26,0
C3-A,T4d-R,1,0
C3-A,Dm1-1,9,0
C3-A,L5-A,18,0
C3-A,L2-A,70,0
C3-A,T3-A,7,0
C3-A,Tm9-A,8,0
Dm1-3,Tm6_14-J,3,0
Dm1-3,L1-D,1,0
Dm1-3,Mi1-C,9,0
Dm1-3,L2-C,13,0
Dm1-3,Mi4-home,2,0
Dm1-3,Tm2-D,4,0
Dm1-3,Tm6_14-C,1,0
Dm1-3,Tm2-home,3,0
Dm1-3,C3-C,1,0
Dm1-3,Tm2-C,2,0
Dm1-3,L5-D,4,0
Dm1-3,L5-home,2,0
Dm1-3,Dm6-3,1,0
Dm1-3,C3-D,2,0
Dm1-3,Tm3a-C,6,0
Dm1-3,T1-D,1,0
Dm1-3,Tm6_14-K,2,0
Dm1-3,Mi1-home,5,0
Dm1-3,TmY3-home,4,0
Dm1-3,Tm6_14-B,1,0
Dm1-3,Tm3a-K,2,0
Dm1-3,T3-C,2,0
Dm1-3,Tm4-J,1,0
Dm1-3,Tm4-D,1,0
Dm1-3,L2-home,1,0
Dm1-3,L2-D,11,0
Dm1-3,Tm3p-D,6,0
Dm1-3,Mi1-D,13,0
Dm1-3,L5-C,9,0
Tm5a-J,Dm8-J,2,0
Tm5a-J,TmY4_like-0,1,0
Tm5a-J,Dm5_like-2,1,0
Tm5a-J,Tm5b-home,5,0
C2-D,L4-C,6,0
C2-D,Mi1-D,12,0
C2-D,L5-D,28,0
C2-D,Mi4-D,2,0
C2-D,T4a-P,1,0
C2-D,T1-D,9,0
C2-D,L2-D,19,0
C2-D,Dm9-0,3,0
C2-D,T4a-E,1,0
C2-D,C3-D,1,0
C2-D,L4-L,10,0
C2-D,L3-D,11,0
C2-D,L1-D,30,0
C2-D,T4c-E,1,0
C2-D,Mi1-O,1,0
C2-D,Tm1-D,8,0
Dm3y-3,Tm5Y-F,1,0
Dm3y-3,Dm3x-1,3,0
Dm3y-3,T2-F,1,0
Dm3y-3,Dm3x-3,1,0
Dm3y-3,Tm2-F,1,0
Dm3y-3,Tm20-A,1,0
Dm3y-3,Mi4,1,0
Dm3y-3,Mi9-A,2,0
Dm3y-3,Dm3x-2,2,0
Y3_Y6-0,Pm2-1,1,0
Y3_Y6-0,Mi4-P,4,0
Y3_Y6-0,Mi22-4,1,0
Y3_Y6-0,TmY4_like-4,1,0
Y3_Y6-0,TmY13_like-0,1,0
Y3_Y6-0,Mi4-E,5,0
Y3_Y6-0,Mi4-D,1,0
Y3_Y6-0,Mi4-O,3,0
Y3_Y6-0,Pm2-9,1,0
Y3_Y6-0,T3-P,1,0
Y3_Y6-0,T2-D-2nd,2,0
Y3_Y6-0,Tm16_like-1,3,0
Y3_Y6-0,Tm20-F,2,0
Y3_Y6-0,C2-E,1,0
Y3_Y6-0,Pm3-0,2,0
Y3_Y6-0,Tm5Y-E,1,0
Y3_Y6-0,T2-E,1,0
Y3_Y6-0,TmY5a-E,12,0
Y3_Y6-0,Mi1-Q,1,0
Y3_Y6-0,Lawf2-1,5,0
Y3_Y6-0,Tm16_like-3,1,0
Y3_Y6-0,TmY4_like-3,2,0
Y3_Y6-0,Tm28_TmY9-2,1,0
Y3_Y6-0,TmY4_like-2,2,0
Y3_Y6-0,Y3_Y6-1,1,0
Y3_Y6-0,T2-F,3,0
Y3_Y6-0,Mi1-O,1,0
Y3_Y6-0,C3-P,1,0
L2-A,Dm6-5,13,0
L2-A,T1-A,177,0
L2-A,Tm20-A,13,0
L2-A,Tm4-A,6,0
L2-A,Tm1-A,204,0
L2-A,L5-A,75,0
L2-A,Mi9-A,1,0
L2-A,Dm6-4,16,0
L2-A,L2-A,1,0
L2-A,Dm6-2,16,0
L2-A,T3-B,2,0
L2-A,Dm6-0,27,0
L2-A,Dm6-6,2,0
L2-A,Mi4,2,0
L2-A,C3-A,6,0
L2-A,Tm4-B,23,0
L2-A,Tm2-A,172,0
L2-A,TmY3-F,2,0
L2-A,Tm4-C,1,0
Tm1-D,Tm5c-0,1,0
Tm1-D,Pm2-1,14,0
Tm1-D,Dm3y-5,7,0
Tm1-D,TmY4_like-1,8,0
Tm1-D,T1-D,1,0
Tm1-D,Pm2-0,54,0
Tm1-D,Tm6_14-C,3,0
Tm1-D,Tm4-D,1,0
Tm1-D,Mi9-D,5,0
Tm1-D,Mi2-2,5,0
Tm1-D,Tm2-D,5,0
Tm1-D,Mi2-1,10,0
Tm1-D,Dm2-C,1,0
Tm1-D,Tm9-D,5,0
Tm1-D,Tm5Y-C,1,0
Tm1-D,T2a-E,1,0
Tm1-D,Lawf2-1,3,0
Tm1-D,Dm3y-6,2,0
Tm1-D,T2a-D,10,0
Tm1-D,Pm2-3,2,0
Tm1-D,Dm3x-0,4,0
Tm1-D,T2-C,1,0
Tm1-D,Dm3x-2,9,0
Tm1-D,Tm20-D,8,0
Tm1-D,Tm6_14-J,6,0
Tm1-D,Pm2-8,6,0
Tm1-D,TmY4_like-3,4,0
Tm1-D,C3-E,3,0
Tm1-D,Tm25_Y1-E,3,0
Tm1-D,Pm2-5,33,0
Tm1-D,Y3_Y6-2,1,0
Tm1-D,Y3_Y6-1,16,0
Tm1-D,Tm28_TmY9-3,2,0
Tm1-D,Tm6_14-K,8,0
Tm1-D,Pm2-7,6,0
Tm1-D,Tm4-K,1,0
Tm1-D,T2a-C,9,0
Tm1-D,Pm4-0,59,0
Tm1-D,T2-K,1,0
Tm1-D,Pm2-2,37,0
Tm1-D,Tm5Y-E,3,0
Tm1-D,Tm28_TmY9-0,8,0
Tm1-D,L2-D,2,0
Tm1-D,Tm28_TmY9-2,2,0
Tm1-D,T2-D,2,0
Tm1-D,Y3_Y6-4,12,0
Tm1-D,Tm1-D,2,0
Tm1-D,Tm4-C,8,0
Tm1-D,L5-D,17,0
Dm2-home,Mi2-1,1,0
Dm2-home,Dm9-0,1,0
Dm2-home,Mi4-home,16,0
Dm2-home,Mi4-E,3,0
Dm2-home,Tm5b-home,1,0
Dm2-home,Dm2-P,1,0
Dm2-home,C3-E,1,0
Dm2-home,Mi4-D,1,0
Dm2-home,Dm2-B,3,0
Dm2-home,Tm20-home,1,0
Dm2-home,Tm5b-E,2,0
Dm2-home,Dm2-E,1,0
Dm2-home,Tm25_Y1-E,1,0
Dm2-home,Tm8_like,3,0
Dm2-home,Tm5b-B,1,0
Dm2-home,C3-home,1,0
Dm2-home,Dm7_Mi16_like-0,3,0
Dm2-home,Lawf1-0,1,0
Dm2-home,Dm2-F,3,0
Tm5Y-F,Tm5a-E,1,0
Tm5Y-F,Mi2-0,1,0
Tm5Y-F,Pm4-0,1,0
Tm5Y-F,Mi22-0,1,0
Tm5Y-F,Tm28_TmY9-2,1,0
Tm5Y-F,Tm5Y-Q,2,0
Tm5Y-F,Y3_Y6-3,1,0
Tm5Y-F,Tm6_14-A,1,0
Tm5Y-F,TmY5a-F,1,0
Tm5Y-F,Tm5a-F,2,0
Tm5Y-F,Tm9-E,2,0
Tm5Y-F,Tm5b-E,1,0
Tm5Y-F,Mi4-P,1,0
Tm9-C,Mi9-C,1,0
Tm9-C,TmY4_like-1,2,0
Tm9-C,Dm3x-1,1,0
Tm9-C,Dm3y-6,1,0
Tm9-C,Tm28_TmY9-4,1,0
TmY4_like-2,Tm28_TmY9-1,1,0
TmY4_like-2,Dm3y-1,1,0
TmY4_like-2,TmY13_like-0,1,0
TmY4_like-2,Tm28_TmY9-2,2,0
TmY4_like-2,Tm5Y-E,1,0
TmY4_like-2,TmY5a-E,4,0
TmY4_like-2,Mi21,3,0
TmY4_like-2,TmY4_like-1,1,0
TmY4_like-2,TmY4_like-0,4,0
TmY4_like-2,Tm1-P,1,0
TmY4_like-2,Mi2-0,1,0
L5-P,L2-P,1,0
L5-P,C2-C,1,0
L5-P,Tm3a-home,9,0
L5-P,Tm6_14-home,2,0
L5-P,Dm2-P,3,0
L5-P,L1-P,22,0
L5-P,L1-F,1,0
L5-P,C2-E,8,0
L5-P,Mi1-P,13,0
L5-P,T3-E,3,0
L5-P,TmY3-home,4,0
L5-P,Dm2-E,1,0
L5-P,C2-F,5,0
L5-P,L5-E,1,0
L5-P,Mi4-E,9,0
L5-P,Tm25_Y1-E,6,0
L5-P,Mi1-F,2,0
L5-P,Dm6-1,1,0
L5-P,Tm20-F,2,0
L5-P,Mi4-F,7,0
L5-P,C2-home,1,0
L5-P,Dm2-F,2,0
L5-P,T3-F,14,0
L5-P,Dm1-0,6,0
L5-P,Tm1-P,2,0
L5-P,C3-F,1,0
L5-P,Mi4-P,8,0
L5-P,Mi1-E,2,0
L5-P,Tm3a-E,2,0
L5-P,Tm3p-P,19,0
L5-P,L5-F,2,0
L5-P,Tm3a-D,10,0
L5-P,TmY3-P,8,0
L5-P,C3-E,3,0
L5-P,C3-P,7,0
L5-F,Tm6_14-home,12,0
L5-F,Tm25_Y1-E,1,0
L5-F,Tm3a-home,18,0
L5-F,Tm1-F,1,0
L5-F,L5-home,2,0
L5-F,L5-P,2,0
L5-F,Dm2-A,2,0
L5-F,L2-F,10,0
L5-F,Mi4-F,19,0
L5-F,Mi9-Q,1,0
L5-F,Tm6_14-A,7,0
L5-F,Tm3a-B,8,0
L5-F,Mi4-P,3,0
L5-F,Dm2-home,1,0
L5-F,Tm25_Y1-home,1,0
L5-F,Dm1-2,10,0
L5-F,Mi1-F,53,0
L5-F,C2-home,9,0
L5-F,Dm2-F,4,0
L5-F,Mi1-E,1,0
L5-F,Dm8-Q,1,0
L5-F,TmY3-home,8,0
L5-F,Tm5c-2,1,0
L5-F,TmY3-F,5,0
L5-F,Mi4,1,0
L5-F,Tm25_Y1-F,4,0
L5-F,Mi4-Q,2,0
L5-F,T1-F,1,0
L5-F,T3-A,14,0
L5-F,L1-F,37,0
L5-F,C2-F,8,0
L5-F,C2-B,3,0
L5-F,L5-Q,1,0
L5-F,T3-home,21,0
L5-F,TmY3-P,11,0
L5-F,Mi2-0,2,0
L5-F,Mi4-home,8,0
L5-F,Mi1-home,1,0
L5-F,Tm20-F,1,0
L5-F,C2-D,3,0
L5-F,Tm6_14-B,5,0
L5-F,Tm3p-E,7,0
L5-F,Tm3p-P,12,0
L5-F,C3-F,11,0
L5-F,C2-E,8,0
L5-F,Dm5_like-1,1,0
L5-F,T3-F,16,0
L5-F,C3-E,2,0
L5-F,Tm3a-A,19,0
L5-F,Dm1-0,26,0
Mi4-Q,Y3_Y6-5,4,0
Mi4-Q,Dm6-6,2,0
Mi4-Q,Dm6-4,1,0
Mi4-Q,T4a-F,4,0
Mi4-Q,TmY3-P,9,0
Mi4-Q,Mi1-Q,2,0
Mi4-Q,Pm2-9,1,0
Mi4-Q,Tm25_Y1-F,2,0
Mi4-Q,T1-Q,1,0
Mi4-Q,Tm16_like-3,5,0
Mi4-Q,Tm16_like-0,2,0
Mi4-Q,T4d-P,1,0
Mi4-Q,Mi2-0,1,0
Mi4-Q,TmY5a-F,2,0
Mi4-Q,L2-Q,2,0
Mi4-Q,Tm5Y-Q,1,0
Mi4-Q,TmY3-F,1,0
Mi4-Q,Mi22-2,2,0
Mi4-Q,Tm1-Q,6,0
Mi4-Q,T4c-P,5,0
Mi4-Q,TmY13_like-0,1,0
Mi4-Q,Mi9-Q,20,0
Mi4-Q,Y3_Y6-3,8,0
Mi4-Q,T4b-3O,2,0
Mi4-Q,Tm2-Q,2,0
R7-C,Dm7-0,10,0
R7-C,R8-C,3,0
R7-C,Dm8-J,6,0
R7-C,Dm8-D,9,0
R7-C,Mi9-C,1,0
R7-C,Dm9-0,32,0
R7-C,Dm8-F,1,0
R7-C,Tm5b-D,2,0
R7-C,Tm5a-C,20,0
R7-C,Dm8-C,36,0
R7-C,Dm8-B_home,7,0
R7-C,R7-D,2,0
R7-C,Tm5b-home,8,0
R7-C,Dm7-1,2,0
R7-C,Tm20-C,1,0
